,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,New Column,Churn Binary
2978,UT,83,510,No,No,0,208.9,71.0,35.51,214.8,92.0,18.26,247.9,108.0,11.16,13.0,5,3.51,1.0,False,100,0
2979,HI,99,408,No,No,0,135.7,107.0,23.07,208.4,103.0,17.71,209.0,95.0,9.4,8.8,3,2.38,7.0,True,100,1
2980,KS,84,415,No,No,0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3,3.86,3.0,True,100,1
2981,NY,46,415,No,No,0,122.2,67.0,20.77,167.2,62.0,14.21,194.8,98.0,8.77,9.7,6,2.62,1.0,False,100,0
2982,OH,87,510,No,No,0,153.3,106.0,26.06,224.5,117.0,19.08,273.4,152.0,12.3,8.9,5,2.4,2.0,False,100,0
2983,HI,150,415,No,No,0,214.0,117.0,36.38,192.4,89.0,16.35,242.6,99.0,10.92,7.9,4,2.13,1.0,False,100,0
2984,KS,73,408,No,No,0,194.8,112.0,33.12,167.2,85.0,14.21,100.3,61.0,4.51,10.8,6,2.92,1.0,False,100,0
2985,IN,7,415,No,No,0,206.7,87.0,35.14,281.1,83.0,23.89,158.5,77.0,7.13,11.0,5,2.97,3.0,False,100,0
2986,OR,89,415,No,Yes,12,188.0,105.0,31.96,151.3,107.0,12.86,201.9,132.0,9.09,10.5,3,2.84,2.0,False,100,0
2987,NY,131,408,Yes,No,0,122.3,83.0,20.79,118.8,94.0,10.1,147.9,95.0,6.66,13.7,3,3.7,3.0,True,100,1
2988,VA,105,415,No,No,0,259.3,96.0,44.08,175.2,97.0,14.89,222.4,36.0,10.01,12.0,5,3.24,3.0,False,100,0
2989,MI,108,408,Yes,No,0,115.1,114.0,19.57,211.3,70.0,17.96,136.1,85.0,6.12,13.8,3,3.73,2.0,True,100,1
2990,ID,47,415,No,Yes,28,172.9,109.0,29.39,137.6,94.0,11.7,203.8,109.0,9.17,8.3,6,2.24,1.0,False,100,0
2991,MO,101,415,Yes,No,0,156.4,116.0,26.59,130.4,114.0,11.08,207.3,109.0,9.33,7.3,5,1.97,1.0,False,100,0
2992,AL,182,415,No,Yes,24,128.1,104.0,21.78,143.4,127.0,12.19,191.0,98.0,8.59,11.6,3,3.13,1.0,False,100,0
2993,OR,161,408,No,No,0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3,3.38,1.0,False,100,0
2994,VT,128,408,No,No,0,227.9,130.0,38.74,302.6,71.0,25.72,191.5,82.0,8.62,5.5,7,1.49,1.0,True,100,1
2995,AZ,69,415,No,Yes,31,194.9,63.0,33.13,191.6,90.0,16.29,153.0,129.0,6.89,13.2,2,3.56,2.0,False,100,0
2996,VA,113,408,No,Yes,34,44.9,63.0,7.63,134.2,82.0,11.41,168.4,118.0,7.58,13.3,3,3.59,1.0,False,100,0
2997,PA,87,408,No,Yes,30,262.8,114.0,44.68,215.8,130.0,18.34,154.8,88.0,6.97,7.8,2,2.11,0.0,False,100,0
2998,CO,71,415,No,No,0,211.2,70.0,35.9,252.7,122.0,21.48,225.8,104.0,10.16,12.3,3,3.32,0.0,False,100,0
2999,KY,76,415,No,No,0,204.0,69.0,34.68,225.1,110.0,19.13,240.3,85.0,10.81,9.6,5,2.59,1.0,False,100,0
3000,NJ,87,510,No,No,0,223.2,109.0,37.94,127.5,86.0,10.84,289.3,83.0,13.02,14.5,4,3.92,3.0,False,100,0
3001,IL,117,408,No,No,0,119.0,82.0,20.23,187.5,108.0,15.94,189.3,97.0,8.52,11.5,3,3.11,1.0,False,100,0
3002,WA,177,415,No,No,0,266.1,91.0,45.24,225.2,79.0,19.14,224.7,58.0,10.11,8.9,8,2.4,3.0,True,100,1
3003,WV,95,415,No,No,0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3,2.54,1.0,False,100,0
3004,RI,76,415,No,No,0,171.1,78.0,29.09,257.2,83.0,21.86,91.6,92.0,4.12,16.2,3,4.37,1.0,False,100,0
3005,OH,66,415,No,No,0,170.5,103.0,28.99,254.3,77.0,21.62,197.3,138.0,8.88,10.5,2,2.84,2.0,False,100,0
3006,MO,110,415,No,No,0,178.5,124.0,30.35,146.9,141.0,12.49,217.1,102.0,9.77,9.9,7,2.67,1.0,False,100,0
3007,MD,204,510,No,No,0,205.2,145.0,34.88,154.8,95.0,13.16,191.4,77.0,8.61,14.1,5,3.81,3.0,False,100,0
3008,OH,32,415,No,Yes,31,232.8,97.0,39.58,183.5,111.0,15.6,206.8,111.0,9.31,13.0,2,3.51,0.0,False,100,0
3009,VA,133,408,No,Yes,39,239.9,107.0,40.78,253.8,77.0,21.57,128.7,85.0,5.79,6.7,3,1.81,5.0,False,100,0
3010,FL,185,408,No,No,0,55.6,97.0,9.45,288.7,83.0,24.54,111.2,110.0,5.0,12.1,3,3.27,2.0,False,100,0
3011,CO,103,415,No,Yes,37,153.5,78.0,26.1,241.9,108.0,20.56,244.7,110.0,11.01,10.6,3,2.86,1.0,False,100,0
3012,NY,91,510,No,No,0,109.8,100.0,18.67,189.6,104.0,16.12,206.7,85.0,9.3,11.1,3,3.0,1.0,False,100,0
3013,WV,131,415,No,No,0,196.1,89.0,33.34,185.5,87.0,15.77,250.0,132.0,11.25,5.2,6,1.4,2.0,False,100,0
3014,LA,153,510,No,No,0,166.8,127.0,28.36,143.5,121.0,12.2,210.7,130.0,9.48,11.8,4,3.19,0.0,False,100,0
3015,MA,132,415,No,Yes,25,113.2,96.0,19.24,269.9,107.0,22.94,229.1,87.0,10.31,7.1,7,1.92,2.0,False,100,0
3016,UT,148,510,No,No,0,203.0,92.0,34.51,150.9,125.0,12.83,245.5,131.0,11.05,14.6,9,3.94,1.0,False,100,0
3017,AL,141,408,No,No,0,242.8,90.0,41.28,234.1,80.0,19.9,211.5,104.0,9.52,6.0,3,1.62,5.0,False,100,0
3018,ME,105,415,No,No,0,156.5,102.0,26.61,140.2,134.0,11.92,227.4,111.0,10.23,12.2,2,3.29,2.0,False,100,0
3019,TX,169,408,No,No,0,266.7,105.0,45.34,158.2,88.0,13.45,287.7,111.0,12.95,13.8,3,3.73,3.0,True,100,1
3020,ND,127,415,No,Yes,23,182.0,80.0,30.94,216.1,85.0,18.37,156.9,82.0,7.06,9.8,4,2.65,1.0,False,100,0
3021,CO,57,415,No,No,0,85.9,92.0,14.6,193.9,127.0,16.48,231.5,93.0,10.42,10.1,2,2.73,0.0,False,100,0
3022,LA,123,415,No,Yes,33,146.6,87.0,24.92,114.8,59.0,9.76,220.4,99.0,9.92,2.9,7,0.78,0.0,False,100,0
3023,MT,103,510,No,Yes,35,110.5,101.0,18.79,208.3,81.0,17.71,87.4,77.0,3.93,13.9,2,3.75,4.0,True,100,1
3024,OR,101,415,No,No,0,118.6,89.0,20.16,199.6,97.0,16.97,53.3,61.0,2.4,11.5,5,3.11,1.0,False,100,0
3025,NH,123,415,No,Yes,22,197.6,105.0,33.59,80.0,86.0,6.8,120.8,82.0,5.44,15.6,12,4.21,2.0,False,100,0
3026,NE,78,510,No,Yes,32,210.3,116.0,35.75,192.2,83.0,16.34,246.1,92.0,11.07,10.8,4,2.92,6.0,False,100,0
3027,WV,101,415,No,Yes,28,220.3,96.0,37.45,285.8,72.0,24.29,203.0,111.0,9.14,9.4,6,2.54,4.0,False,100,0
3028,NV,129,415,No,No,0,150.0,98.0,25.5,232.4,101.0,19.75,261.2,123.0,11.75,12.5,6,3.38,1.0,False,100,0
3029,MA,67,415,No,Yes,34,161.7,114.0,27.49,207.6,115.0,17.65,205.7,114.0,9.26,9.2,4,2.48,0.0,False,100,0
3030,MI,37,415,No,No,0,191.4,116.0,32.54,167.4,99.0,14.23,216.5,112.0,9.74,14.0,5,3.78,3.0,False,100,0
3031,KY,64,415,Yes,No,0,146.7,83.0,24.94,148.3,91.0,12.61,238.6,69.0,10.74,12.5,3,3.38,3.0,False,100,0
3032,WV,173,510,No,No,0,109.4,103.0,18.6,101.3,111.0,8.61,167.3,106.0,7.53,7.8,7,2.11,1.0,False,100,0
3033,KY,135,510,No,No,0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82.0,9.51,13.6,3,3.67,1.0,False,100,0
3034,NJ,75,415,No,Yes,42,248.9,93.0,42.31,170.8,108.0,14.52,104.5,91.0,4.7,11.2,8,3.02,1.0,False,100,0
3035,ME,88,415,No,No,0,85.7,112.0,14.57,221.6,70.0,18.84,190.6,75.0,8.58,11.6,3,3.13,4.0,True,100,1
3036,TX,112,415,No,No,0,214.8,112.0,36.52,209.7,104.0,17.82,164.4,97.0,7.4,9.4,5,2.54,3.0,False,100,0
3037,MN,113,408,No,No,0,158.9,137.0,27.01,242.8,109.0,20.64,247.8,97.0,11.15,6.5,4,1.76,0.0,False,100,0
3038,VA,121,510,No,Yes,28,110.0,94.0,18.7,141.5,76.0,12.03,237.3,87.0,10.68,6.4,3,1.73,2.0,False,100,0
3039,DC,70,415,No,No,0,152.8,145.0,25.98,183.6,102.0,15.61,151.8,75.0,6.83,10.5,2,2.84,1.0,False,100,0
3040,MD,90,415,No,No,0,145.6,103.0,24.75,197.1,137.0,16.75,294.5,83.0,13.25,10.5,4,2.84,0.0,False,100,0
3041,RI,39,408,No,No,0,93.3,83.0,15.86,199.6,114.0,16.97,206.2,104.0,9.28,6.5,4,1.76,0.0,False,100,0
3042,MA,142,408,No,No,0,216.8,134.0,36.86,187.8,106.0,15.96,138.1,108.0,6.21,8.3,2,2.24,0.0,False,100,0
3043,MD,176,408,No,No,0,201.9,101.0,34.32,154.7,78.0,13.15,164.4,79.0,7.4,9.0,2,2.43,1.0,False,100,0
3044,NM,105,408,No,No,0,146.4,81.0,24.89,225.1,80.0,19.13,230.1,117.0,10.35,8.5,2,2.3,1.0,False,100,0
3045,MN,57,415,No,No,0,272.7,74.0,46.36,224.9,85.0,19.12,178.2,104.0,8.02,10.5,3,2.84,2.0,True,100,1
3046,MI,110,510,No,No,0,18.9,92.0,3.21,258.4,81.0,21.96,109.6,74.0,4.93,14.8,4,4.0,1.0,False,100,0
3047,AZ,88,415,No,No,0,172.8,81.0,29.38,193.4,90.0,16.44,89.6,107.0,4.03,12.8,5,3.46,2.0,False,100,0
3048,AL,95,408,No,No,0,190.2,119.0,32.33,157.1,70.0,13.35,181.5,120.0,8.17,14.0,6,3.78,0.0,False,100,0
3049,MI,147,415,No,No,0,130.6,83.0,22.2,208.1,144.0,17.69,204.6,72.0,9.21,15.6,3,4.21,3.0,False,100,0
3050,SC,101,415,No,No,0,158.4,92.0,26.93,188.0,117.0,15.98,219.7,125.0,9.89,13.5,4,3.65,4.0,True,100,1
3051,MS,115,415,No,No,0,166.5,111.0,28.31,236.2,98.0,20.08,205.6,92.0,9.25,15.6,2,4.21,1.0,False,100,0
3052,MS,103,415,No,No,0,129.3,103.0,21.98,202.8,89.0,17.24,233.0,126.0,10.49,12.9,2,3.48,2.0,False,100,0
3053,CA,82,415,No,No,0,199.3,112.0,33.88,193.4,120.0,16.44,254.4,117.0,11.45,7.0,10,1.89,0.0,False,100,0
3054,MD,141,415,No,No,0,185.1,126.0,31.47,233.0,98.0,19.81,152.2,106.0,6.85,9.1,7,2.46,0.0,False,100,0
3055,ND,149,408,No,No,0,175.4,80.0,29.82,197.4,127.0,16.78,188.2,102.0,8.47,9.7,2,2.62,2.0,False,100,0
3056,IL,131,510,No,No,0,263.4,123.0,44.78,151.9,74.0,12.91,218.5,101.0,9.83,10.7,2,2.89,2.0,False,100,0
3057,SD,119,510,No,No,0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79.0,9.17,7.3,3,1.97,1.0,False,100,0
3058,AL,112,510,No,No,0,189.4,83.0,32.2,219.0,89.0,18.62,168.0,116.0,7.56,7.1,8,1.92,3.0,False,100,0
3059,NV,116,510,No,Yes,35,118.0,103.0,20.06,167.2,106.0,14.21,205.7,102.0,9.26,11.8,2,3.19,2.0,False,100,0
3060,LA,94,415,No,No,0,212.1,98.0,36.06,189.4,89.0,16.1,352.2,95.0,15.85,8.4,5,2.27,3.0,False,100,0
3061,VA,90,408,No,No,0,222.0,93.0,37.74,187.0,103.0,15.9,282.3,124.0,12.7,12.4,6,3.35,2.0,False,100,0
3062,DE,114,415,No,Yes,31,222.8,98.0,37.88,180.5,105.0,15.34,151.3,101.0,6.81,13.0,4,3.51,0.0,False,100,0
3063,CT,63,408,No,Yes,25,190.0,137.0,32.3,116.6,76.0,9.91,141.5,110.0,6.37,12.2,2,3.29,1.0,False,100,0
3064,CO,130,408,No,No,0,271.8,129.0,46.21,237.2,128.0,20.16,210.1,91.0,9.45,8.7,2,2.35,4.0,True,100,1
3065,MA,122,408,No,Yes,29,195.4,83.0,33.22,268.2,93.0,22.8,168.0,95.0,7.56,8.4,6,2.27,3.0,False,100,0
3066,OR,166,510,No,No,0,199.6,93.0,33.93,214.3,99.0,18.22,196.8,110.0,8.86,7.2,5,1.94,3.0,False,100,0
3067,WA,62,415,No,No,0,100.0,98.0,17.0,173.5,95.0,14.75,218.0,122.0,9.81,10.1,4,2.73,0.0,False,100,0
3068,SC,78,415,No,Yes,21,160.6,85.0,27.3,223.1,79.0,18.96,124.0,92.0,5.58,9.5,1,2.57,2.0,False,100,0
3069,IN,148,415,No,Yes,26,158.7,91.0,26.98,160.5,127.0,13.64,218.3,88.0,9.82,9.9,3,2.67,1.0,False,100,0
3070,MD,154,510,No,No,0,154.5,122.0,26.27,214.2,71.0,18.21,178.0,105.0,8.01,12.0,2,3.24,3.0,True,100,1
3071,NV,110,408,No,Yes,34,192.3,114.0,32.69,129.3,114.0,10.99,136.3,102.0,6.13,6.3,12,1.7,1.0,False,100,0
3072,TX,75,415,No,No,0,305.1,106.0,51.87,188.0,115.0,15.98,235.4,116.0,10.59,8.5,5,2.3,0.0,True,100,1
3073,ND,84,408,No,Yes,38,193.0,106.0,32.81,153.6,106.0,13.06,260.4,87.0,11.72,7.4,5,2.0,2.0,False,100,0
3074,WV,113,510,No,No,0,72.5,88.0,12.33,204.0,112.0,17.34,117.9,118.0,5.31,6.6,3,1.78,1.0,False,100,0
3075,CO,181,510,No,Yes,40,105.2,61.0,17.88,341.3,79.0,29.01,165.7,97.0,7.46,6.3,3,1.7,2.0,False,100,0
3076,TX,51,415,No,No,0,180.5,88.0,30.69,134.7,102.0,11.45,170.7,97.0,7.68,10.0,3,2.7,2.0,False,100,0
3077,FL,102,408,No,Yes,29,214.7,86.0,36.5,314.3,109.0,26.72,280.2,110.0,12.61,14.3,2,3.86,0.0,False,100,0
3078,AL,107,408,No,No,0,86.8,95.0,14.76,108.1,85.0,9.19,204.3,87.0,9.19,13.2,3,3.56,1.0,False,100,0
3079,WV,88,510,No,No,0,131.5,99.0,22.36,174.8,128.0,14.86,184.2,83.0,8.29,7.9,2,2.13,5.0,True,100,1
3080,MI,82,415,No,No,0,135.4,102.0,23.02,237.1,122.0,20.15,118.3,91.0,5.32,17.5,4,4.73,0.0,False,100,0
3081,NY,204,415,No,No,0,174.3,85.0,29.63,254.1,95.0,21.6,176.4,96.0,7.94,5.9,3,1.59,6.0,False,100,0
3082,MS,130,510,No,No,0,203.9,63.0,34.66,191.8,93.0,16.3,132.5,125.0,5.96,12.1,4,3.27,3.0,False,100,0
3083,MO,174,510,No,No,0,235.5,108.0,40.04,142.3,143.0,12.1,316.7,131.0,14.25,12.5,5,3.38,0.0,False,100,0
3084,AR,129,415,No,No,0,157.0,113.0,26.69,256.9,97.0,21.84,185.5,126.0,8.35,12.1,2,3.27,2.0,False,100,0
3085,MS,190,415,Yes,No,0,111.9,55.0,19.02,223.0,124.0,18.96,243.2,81.0,10.94,10.0,7,2.7,3.0,False,100,0
3086,NY,54,510,Yes,No,0,236.3,91.0,40.17,152.8,130.0,12.99,160.3,98.0,7.21,11.2,8,3.02,3.0,False,100,0
3087,SD,78,408,No,No,0,163.6,88.0,27.81,283.4,93.0,24.09,262.1,108.0,11.79,8.6,9,2.32,0.0,False,100,0
3088,AK,100,415,No,Yes,29,213.6,127.0,36.31,175.9,82.0,14.95,207.2,100.0,9.32,8.9,3,2.4,1.0,False,100,0
3089,WV,70,510,No,Yes,30,143.4,72.0,24.38,170.0,92.0,14.45,127.9,68.0,5.76,9.4,4,2.54,3.0,False,100,0
3090,SC,111,510,No,No,0,78.3,119.0,13.31,198.2,94.0,16.85,248.5,94.0,11.18,12.1,4,3.27,1.0,False,100,0
3091,VA,117,408,No,No,0,97.1,98.0,16.51,228.0,131.0,19.38,240.0,111.0,10.8,10.6,3,2.86,1.0,False,100,0
3092,MS,68,415,No,No,0,94.1,93.0,16.0,147.6,80.0,12.55,213.5,85.0,9.61,10.1,2,2.73,0.0,False,100,0
3093,SD,27,510,No,No,0,226.3,95.0,38.47,274.3,109.0,23.32,242.7,119.0,10.92,8.2,3,2.21,2.0,True,100,1
3094,MN,91,415,No,No,0,133.8,61.0,22.75,158.8,96.0,13.5,189.6,92.0,8.53,10.5,2,2.84,1.0,False,100,0
3095,AL,181,415,No,Yes,27,190.3,93.0,32.35,249.0,127.0,21.17,215.7,82.0,9.71,10.6,4,2.86,1.0,False,100,0
3096,CO,118,415,No,Yes,36,294.9,106.0,50.13,165.7,115.0,14.08,189.2,63.0,8.51,9.8,5,2.65,3.0,False,100,0
3097,ME,112,415,No,No,0,185.4,114.0,31.52,191.4,119.0,16.27,144.0,78.0,6.48,10.0,11,2.7,2.0,False,100,0
3098,GA,93,415,No,No,0,179.5,121.0,30.52,191.9,131.0,16.31,165.5,125.0,7.45,12.0,4,3.24,0.0,False,100,0
3099,AZ,102,408,No,No,0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120.0,8.57,10.1,10,2.73,0.0,False,100,0
3100,MA,93,415,No,No,0,173.0,131.0,29.41,190.4,108.0,16.18,290.0,66.0,13.05,10.4,2,2.81,0.0,False,100,0
3101,AZ,107,415,No,Yes,32,134.2,101.0,22.81,211.9,145.0,18.01,167.6,138.0,7.54,8.2,5,2.21,1.0,False,100,0
3102,IN,100,415,No,Yes,32,125.2,123.0,21.28,230.9,101.0,19.63,192.0,106.0,8.64,12.6,9,3.4,3.0,False,100,0
3103,DE,115,415,No,No,0,195.9,111.0,33.3,227.0,108.0,19.3,313.2,113.0,14.09,13.2,1,3.56,2.0,False,100,0
3104,WI,63,510,No,Yes,13,214.2,61.0,36.41,181.2,88.0,15.4,174.0,68.0,7.83,10.3,2,2.78,0.0,False,100,0
3105,ME,57,415,No,No,0,221.1,101.0,37.59,236.7,65.0,20.12,252.3,137.0,11.35,9.5,1,2.57,0.0,False,100,0
3106,DC,119,408,No,Yes,26,132.0,100.0,22.44,173.3,121.0,14.73,203.5,108.0,9.16,11.6,5,3.13,1.0,False,100,0
3107,GA,73,408,No,No,0,157.6,92.0,26.79,198.3,87.0,16.86,364.9,106.0,16.42,9.1,4,2.46,1.0,False,100,0
3108,HI,98,408,No,Yes,30,110.3,71.0,18.75,182.4,108.0,15.5,183.8,88.0,8.27,11.0,8,2.97,2.0,False,100,0
3109,VA,139,415,Yes,No,0,161.5,121.0,27.46,192.9,137.0,16.4,168.3,96.0,7.57,11.2,13,3.02,0.0,False,100,0
3110,NY,31,408,No,Yes,28,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7,2.86,1.0,False,100,0
3111,PA,129,510,No,Yes,32,211.0,99.0,35.87,155.1,89.0,13.18,234.8,96.0,10.57,11.4,5,3.08,1.0,False,100,0
3112,AR,115,415,No,No,0,139.3,89.0,23.68,192.3,95.0,16.35,151.0,75.0,6.8,9.3,3,2.51,7.0,True,100,1
3113,HI,108,415,No,No,0,291.6,99.0,49.57,221.1,93.0,18.79,229.2,110.0,10.31,14.0,9,3.78,2.0,True,100,1
3114,DE,139,408,No,No,0,139.0,110.0,23.63,132.9,93.0,11.3,272.0,120.0,12.24,12.1,1,3.27,0.0,False,100,0
3115,WV,102,408,No,No,0,234.8,125.0,39.92,199.2,99.0,16.93,163.2,88.0,7.34,10.0,1,2.7,4.0,False,100,0
3116,OK,149,408,No,No,0,187.6,83.0,31.89,201.4,81.0,17.12,264.2,79.0,11.89,8.8,1,2.38,1.0,False,100,0
3117,OR,113,415,No,No,0,159.8,143.0,27.17,210.1,93.0,17.86,175.1,86.0,7.88,13.1,7,3.54,2.0,False,100,0
3118,ND,131,408,No,Yes,33,177.1,100.0,30.11,194.0,85.0,16.49,253.4,124.0,11.4,5.2,5,1.4,1.0,False,100,0
3119,MO,83,408,No,No,0,117.9,101.0,20.04,160.4,92.0,13.63,235.3,150.0,10.59,11.4,10,3.08,0.0,False,100,0
3120,AR,96,415,No,Yes,21,247.6,95.0,42.09,256.3,150.0,21.79,158.6,72.0,7.14,10.8,6,2.92,2.0,False,100,0
3121,GA,98,408,No,No,0,169.9,77.0,28.88,138.3,155.0,11.76,142.6,105.0,6.42,8.5,7,2.3,1.0,False,100,0
3122,TN,3,415,No,No,0,185.0,120.0,31.45,203.7,129.0,17.31,170.5,89.0,7.67,14.1,3,3.81,3.0,False,100,0
3123,MA,77,408,No,Yes,17,204.9,84.0,34.83,201.0,102.0,17.09,219.7,97.0,9.89,11.3,5,3.05,0.0,False,100,0
3124,ND,75,408,No,Yes,24,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106.0,12.19,9.4,2,2.54,3.0,False,100,0
3125,IA,40,510,No,No,0,169.7,115.0,28.85,141.4,123.0,12.02,253.0,115.0,11.39,10.5,3,2.84,4.0,True,100,1
3126,NJ,108,415,No,No,0,239.3,102.0,40.68,223.4,127.0,18.99,251.4,104.0,11.31,10.6,6,2.86,0.0,False,100,0
3127,MT,100,415,No,No,0,113.3,96.0,19.26,197.9,89.0,16.82,284.5,93.0,12.8,11.7,2,3.16,4.0,True,100,1
3128,AL,16,415,No,No,0,161.9,100.0,27.52,230.1,138.0,19.56,148.8,78.0,6.7,10.2,11,2.75,3.0,False,100,0
3129,NY,115,510,No,Yes,16,133.3,110.0,22.66,185.7,111.0,15.78,161.5,113.0,7.27,5.6,4,1.51,2.0,False,100,0
3130,PA,108,510,No,Yes,25,170.7,88.0,29.02,109.9,113.0,9.34,165.7,99.0,7.46,8.7,1,2.35,3.0,False,100,0
3131,VT,107,510,No,No,0,189.7,76.0,32.25,156.1,65.0,13.27,244.0,91.0,10.98,8.3,3,2.24,5.0,False,100,0
3132,NC,161,415,No,No,0,322.3,100.0,54.79,230.4,135.0,19.58,241.5,104.0,10.87,7.8,5,2.11,2.0,True,100,1
3133,CT,147,415,No,No,0,124.4,74.0,21.15,320.9,78.0,27.28,157.2,126.0,7.07,10.4,4,2.81,2.0,False,100,0
3134,MO,107,415,No,No,0,146.9,94.0,24.97,114.3,111.0,9.72,114.5,97.0,5.15,11.4,5,3.08,3.0,False,100,0
3135,WV,120,510,No,No,0,192.6,123.0,32.74,206.4,105.0,17.54,283.2,93.0,12.74,10.8,3,2.92,1.0,False,100,0
3136,NJ,107,408,No,Yes,36,96.3,83.0,16.37,179.6,91.0,15.27,166.3,121.0,7.48,10.3,2,2.78,1.0,False,100,0
3137,AK,58,510,No,No,0,131.9,96.0,22.42,167.6,107.0,14.25,205.9,106.0,9.27,14.7,5,3.97,3.0,False,100,0
3138,LA,91,408,No,No,0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3,3.59,2.0,False,100,0
3139,AL,13,415,No,No,0,143.1,139.0,24.33,239.6,88.0,20.37,221.7,123.0,9.98,7.1,5,1.92,2.0,False,100,0
3140,IN,104,408,No,No,0,280.4,127.0,47.67,179.4,79.0,15.25,150.6,77.0,6.78,15.2,6,4.1,5.0,False,100,0
3141,MA,93,415,No,Yes,31,237.2,85.0,40.32,213.1,100.0,18.11,192.7,87.0,8.67,10.7,4,2.89,1.0,False,100,0
3142,DE,95,510,No,No,0,184.2,95.0,31.31,181.6,101.0,15.44,143.4,113.0,6.45,12.8,4,3.46,2.0,False,100,0
3143,SC,104,415,No,No,0,109.1,141.0,18.55,187.1,140.0,15.9,216.6,100.0,9.75,10.0,4,2.7,3.0,False,100,0
3144,NH,35,408,No,No,0,138.1,115.0,23.48,158.2,82.0,13.45,215.7,118.0,9.71,10.3,2,2.78,5.0,True,100,1
3145,LA,62,415,No,No,0,186.8,94.0,31.76,207.6,92.0,17.65,195.0,98.0,8.78,8.8,4,2.38,3.0,False,100,0
3146,MS,143,510,No,No,0,155.4,112.0,26.42,290.9,92.0,24.73,228.4,91.0,10.28,13.9,5,3.75,1.0,False,100,0
3147,NM,62,415,No,No,0,245.3,91.0,41.7,122.9,130.0,10.45,228.4,102.0,10.28,8.5,4,2.3,4.0,False,100,0
3148,WA,60,415,Yes,No,0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139.0,9.09,11.0,2,2.97,0.0,True,100,1
3149,SC,41,510,No,No,0,207.2,138.0,35.22,214.1,83.0,18.2,193.0,105.0,8.69,11.9,4,3.21,1.0,False,100,0
3150,MT,34,415,No,Yes,14,151.5,100.0,25.76,248.7,126.0,21.14,199.8,120.0,8.99,10.7,5,2.89,2.0,False,100,0
3151,ME,56,408,No,No,0,221.9,112.0,37.72,278.2,122.0,23.65,288.1,85.0,12.96,7.1,5,1.92,0.0,True,100,1
3152,NM,183,415,No,No,0,190.0,100.0,32.3,246.6,78.0,20.96,304.2,107.0,13.69,9.5,4,2.57,1.0,False,100,0
3153,AZ,94,415,No,No,0,220.8,111.0,37.54,156.2,67.0,13.28,187.9,89.0,8.46,10.5,4,2.84,2.0,False,100,0
3154,CT,73,415,No,Yes,47,173.7,117.0,29.53,204.0,114.0,17.34,174.6,94.0,7.86,6.3,3,1.7,2.0,False,100,0
3155,IL,123,408,No,No,0,114.8,94.0,19.52,150.0,104.0,12.75,268.6,119.0,12.09,9.6,4,2.59,2.0,False,100,0
3156,IN,64,408,No,No,0,113.8,97.0,19.35,192.3,97.0,16.35,214.9,89.0,9.67,10.4,1,2.81,3.0,False,100,0
3157,AR,127,415,Yes,No,0,143.2,60.0,24.34,179.5,159.0,15.26,171.8,122.0,7.73,6.2,4,1.67,4.0,True,100,1
3158,RI,33,415,No,No,0,184.4,111.0,31.35,203.8,110.0,17.32,237.4,100.0,10.68,9.3,5,2.51,3.0,False,100,0
3159,ND,27,415,No,No,0,227.4,67.0,38.66,248.0,115.0,21.08,61.4,109.0,2.76,7.8,6,2.11,1.0,False,100,0
3160,NH,123,408,No,No,0,224.0,99.0,38.08,210.7,80.0,17.91,231.9,75.0,10.44,2.1,5,0.57,0.0,False,100,0
3161,NV,148,510,No,No,0,216.2,95.0,36.75,185.7,105.0,15.78,300.0,143.0,13.5,10.0,5,2.7,2.0,False,100,0
3162,UT,81,415,No,No,0,129.9,121.0,22.08,230.1,105.0,19.56,140.5,123.0,6.32,13.3,3,3.59,0.0,False,100,0
3163,NC,122,510,No,Yes,30,230.1,108.0,39.12,287.6,76.0,24.45,177.1,85.0,7.97,6.9,3,1.86,2.0,False,100,0
3164,MI,52,415,No,No,0,204.4,97.0,34.75,273.2,128.0,23.22,179.6,118.0,8.08,11.0,5,2.97,1.0,False,100,0
3165,WI,91,408,No,Yes,44,216.6,101.0,36.82,173.1,98.0,14.71,242.1,95.0,10.89,9.1,3,2.46,1.0,False,100,0
3166,AR,54,415,No,No,0,247.5,85.0,42.08,225.4,93.0,19.16,244.3,132.0,10.99,10.2,2,2.75,2.0,True,100,1
3167,NH,152,510,No,No,0,228.1,93.0,38.78,136.4,106.0,11.59,197.3,107.0,8.88,9.0,2,2.43,1.0,False,100,0
